"","DateTime","USAF","CloudHeight","Temperature.C","Dewpoint.C","SeaLevelPressure.HPA","RelativeHumidity"
"43436",2013-01-16 12:00:00,634510,720,25,10.8,1004.8,41
"43437",2013-01-17 06:00:00,634510,22000,15.8,7.5,1015.8,58
"43438",2013-01-18 06:00:00,634510,22000,15,6.8,1015.9,58
"43439",2013-01-18 09:00:00,634510,22000,23,7.6,1008.2,37
"43440",2013-01-18 12:00:00,634510,22000,23.4,7.5,1002,36
"43441",2013-01-18 15:00:00,634510,22000,25,8.3,1003,35
"43442",2013-01-19 03:00:00,634510,10500,5,2.9,1022.5,86
"43443",2013-01-19 06:00:00,634510,22000,14.8,5.3,1016.9,53
"43444",2013-01-19 12:00:00,634510,22000,27.2,9,1002.9,32
"43445",2013-01-20 12:00:00,634510,22000,27.4,10.5,1004.9,35
"43446",2013-01-21 03:00:00,634510,22000,6,4,1023,87
"43447",2013-01-21 15:00:00,634510,22000,25.4,3.1,1005.8,24
"43448",2013-01-22 06:00:00,634510,22000,16.8,3.8,1015,42
"43449",2013-01-22 09:00:00,634510,22000,25,8.3,1008,35
"43450",2013-01-22 12:00:00,634510,22000,27.4,6.1,1004.1,26
"43451",2013-01-22 15:00:00,634510,22000,25.2,5.4,1006.1,28
"43452",2013-01-23 12:00:00,634510,22000,26.4,7.5,1004.5,30
"43453",2013-01-24 06:00:00,634510,22000,16,2.3,1015.3,40
"43454",2013-01-24 09:00:00,634510,22000,24.4,5.9,1008.3,30
"43455",2013-01-25 12:00:00,634510,22000,26,7.5,1004.2,31
"43456",2013-01-25 15:00:00,634510,750,24,6.8,1005,33
"43457",2013-01-26 06:00:00,634510,22000,15.6,4.8,1015,49
"43458",2013-01-26 09:00:00,634510,22000,24.2,6.8,1008.1,33
"43459",2013-01-26 12:00:00,634510,22000,27.8,5.6,1002.8,24
"43460",2013-01-27 06:00:00,634510,22000,17,6.2,1013.5,49
"43461",2013-01-27 12:00:00,634510,22000,28,6.1,1001.6,25
"43462",2013-01-27 15:00:00,634510,22000,25.6,3.1,1004.2,23
"43463",2013-01-28 03:00:00,634510,22000,8,4,1020.1,76
"43464",2013-01-28 06:00:00,634510,22000,14.8,3.4,1015.3,46
"43465",2013-01-28 09:00:00,634510,22000,25.2,5.4,1007.4,28
"43466",2013-01-28 12:00:00,634510,22000,29,4.6,1009.4,21
"43467",2013-01-29 06:00:00,634510,22000,14.4,3.9,1014.4,49
"43468",2013-01-30 12:00:00,634510,22000,28.6,7.3,999.4,26
"43469",2013-01-30 15:00:00,634510,4500,27.8,6.1,999.7,25
"43470",2013-01-31 09:00:00,634510,22000,25.2,10.4,1005.3,39
"43471",2013-02-01 06:00:00,634510,22000,18,12.9,1012.4,72
"43472",2013-02-01 09:00:00,634510,1200,24.6,10.8,1006.7,42
"43473",2013-02-02 03:00:00,634510,720,12,10.3,1016.3,89
"43474",2013-02-02 06:00:00,634510,720,17.8,11.7,1013.5,68
"43475",2013-02-02 12:00:00,634510,22000,27.6,11.2,1001.9,36
"43476",2013-02-02 15:00:00,634510,22000,26.6,9.4,1002.6,34
"43477",2013-02-03 03:00:00,634510,690,11.4,8.9,1017.3,85
"43478",2013-02-03 06:00:00,634510,780,18.4,13.3,1013.3,72
"43479",2013-02-03 09:00:00,634510,1200,22.6,12.2,1010.4,52
"43480",2013-02-03 15:00:00,634510,22000,24.6,12.5,1005.2,47
"43481",2013-02-05 12:00:00,634510,750,26.6,12.6,1006,42
"43482",2013-02-06 03:00:00,634510,720,14,8.8,1016.7,71
"43483",2013-02-06 06:00:00,634510,4500,16,8.9,1016.4,63
"43484",2013-02-06 09:00:00,634510,750,23,10.2,1010,44
"43485",2013-02-06 12:00:00,634510,2100,26.8,11.2,1004.1,38
"43486",2013-02-06 15:00:00,634510,22000,25.4,10.4,1004.5,39
"43487",2013-02-07 06:00:00,634510,22000,16.4,7,1014.8,54
"43488",2013-02-07 09:00:00,634510,22000,24,6.8,1008.1,33
"43489",2013-02-07 12:00:00,634510,22000,27.6,8.6,1001.3,30
"43490",2013-02-07 15:00:00,634510,22000,25.4,8.3,1002.7,34
"43491",2013-02-08 03:00:00,634510,22000,10,5.8,1017.9,75
"43492",2013-02-08 06:00:00,634510,22000,15,5.8,1015.3,54
"43493",2013-02-08 09:00:00,634510,22000,22,8.5,1008.9,42
"43494",2013-02-08 12:00:00,634510,22000,25.8,7.5,1002.3,31
"43495",2013-02-08 15:00:00,634510,22000,23,9.8,1005.1,43
"43496",2013-02-09 03:00:00,634510,22000,6,4,1019.8,87
"43497",2013-02-09 06:00:00,634510,22000,15,5.8,1014,54
"43498",2013-02-09 09:00:00,634510,22000,23,5.7,1006.9,33
"43499",2013-02-09 12:00:00,634510,22000,27.6,6.5,1000.7,26
"43500",2013-02-10 03:00:00,634510,22000,4.8,2.9,1019.6,87
"43501",2013-02-10 06:00:00,634510,22000,15.2,5.3,1012.8,52
"43502",2013-02-10 09:00:00,634510,22000,24,4.2,1006.2,28
"43503",2013-02-10 12:00:00,634510,22000,27.2,5.6,1001,25
"43504",2013-02-10 15:00:00,634510,22000,26.6,6.5,1001.9,28
"43505",2013-02-11 03:00:00,634510,22000,7.6,2.2,1016.8,69
"43506",2013-02-11 06:00:00,634510,22000,16,2.9,1012,41
"43507",2013-02-11 09:00:00,634510,22000,24.6,3.7,1005.2,26
"43508",2013-02-11 12:00:00,634510,22000,28,5.1,998,23
"43509",2013-02-11 15:00:00,634510,22000,25,8.3,1000.6,35
"43510",2013-02-12 03:00:00,634510,22000,6,4,1017.5,87
"43511",2013-02-12 06:00:00,634510,22000,16.4,6.5,1010.8,52
"43512",2013-02-12 12:00:00,634510,22000,28.2,8.1,998,28
"43513",2013-02-12 15:00:00,634510,22000,26.2,4.3,999.9,24
"43514",2013-02-13 03:00:00,634510,22000,8.6,5.1,1016,79
"43515",2013-02-13 06:00:00,634510,22000,17.4,3.8,1010.3,40
"43516",2013-02-13 09:00:00,634510,22000,24.6,9.1,1004.8,37
"43517",2013-02-13 15:00:00,634510,22000,25.2,3.1,1001.8,24
"43518",2013-02-14 06:00:00,634510,22000,18.2,9.1,1011.2,55
"43519",2013-02-14 09:00:00,634510,22000,26,7.5,1004.8,31
"43520",2013-02-14 12:00:00,634510,22000,28.2,10.6,1000.9,33
"43521",2013-02-15 03:00:00,634510,22000,11,5.3,1015.9,68
"43522",2013-02-15 06:00:00,634510,22000,16.6,4.3,1012.9,44
"43523",2013-02-15 09:00:00,634510,22000,25,5.9,1006.1,29
"43524",2013-02-15 12:00:00,634510,22000,28.2,5.6,1001.6,24
"43525",2013-02-15 15:00:00,634510,22000,25,8.3,1003.7,35
"43526",2013-02-16 03:00:00,634510,22000,6,4,1020.5,87
"43527",2013-02-16 06:00:00,634510,22000,13.8,11.3,1014,85
"43528",2013-02-16 09:00:00,634510,22000,26,4.9,1004.8,26
"43529",2013-02-16 15:00:00,634510,22000,26.2,1.9,1001.7,21
"43530",2013-02-17 03:00:00,634510,22000,10.6,5.3,1016.3,70
"43531",2013-02-17 06:00:00,634510,22000,18,7.5,1011.2,50
"43532",2013-02-17 12:00:00,634510,22000,28.8,5.1,999.7,22
"43533",2013-02-17 15:00:00,634510,22000,26.4,7,999.5,29
"43534",2013-02-18 03:00:00,634510,22000,10,6.3,1014.8,78
"43535",2013-02-18 06:00:00,634510,22000,17.6,3.2,1010.3,38
"43536",2013-02-18 09:00:00,634510,22000,26.8,1.9,1002.3,20
"43537",2013-02-18 12:00:00,634510,22000,30.2,2.5,997.2,17
"43538",2013-02-18 15:00:00,634510,22000,27,6.5,992.2,27
"43539",2013-02-19 06:00:00,634510,22000,18.8,1.4,1010.1,31
"43540",2013-02-19 09:00:00,634510,22000,26.8,4.3,1003.5,24
"43541",2013-02-19 12:00:00,634510,22000,30,2.5,998.7,17
"43542",2013-02-20 03:00:00,634510,22000,11,3,1016.5,58
"43543",2013-02-20 06:00:00,634510,22000,17,1,1013.5,34
"43544",2013-02-20 09:00:00,634510,22000,26.4,7,1006,29
"43545",2013-02-20 12:00:00,634510,22000,30.2,6,999.6,22
"43546",2013-02-20 15:00:00,634510,22000,28.6,4.6,1000.7,22
"43547",2013-02-21 03:00:00,634510,22000,9.8,4.1,1017.3,68
"43548",2013-02-21 06:00:00,634510,22000,18,7.5,1013,50
"43549",2013-02-21 09:00:00,634510,22000,26,9,1007.3,34
"43550",2013-02-21 12:00:00,634510,22000,28.2,8.1,1001.6,28
"43551",2013-02-21 15:00:00,634510,22000,27,9,1001.6,32
"43552",2013-02-22 03:00:00,634510,22000,11,7.4,1016.5,78
"43553",2013-02-22 06:00:00,634510,22000,18.6,9.5,1012,55
"43554",2013-02-22 09:00:00,634510,22000,26.8,9,1006,33
"43555",2013-02-22 12:00:00,634510,22000,29.8,7.3,1000.2,24
"43556",2013-02-22 15:00:00,634510,22000,28.4,7.3,1000.6,26
"43557",2013-02-23 03:00:00,634510,22000,11,5.3,1017.1,68
"43558",2013-02-23 06:00:00,634510,22000,20.6,5.6,1010.9,38
"43559",2013-02-23 12:00:00,634510,22000,29.4,6.8,1001.8,24
"43560",2013-02-23 15:00:00,634510,22000,27,6.5,1003.5,27
"43561",2013-02-24 03:00:00,634510,22000,12.5,8.1,1015.3,75
"43562",2013-02-24 06:00:00,634510,22000,19.4,6.6,1011.3,43
"43563",2013-02-24 09:00:00,634510,22000,27,3.2,1005.3,22
"43564",2013-02-24 12:00:00,634510,22000,28.4,5.6,1001.8,24
"43565",2013-02-25 06:00:00,634510,22000,18.9,10.7,1012.9,59
"43566",2013-02-25 12:00:00,634510,22000,28,6.1,1004,25
"43567",2013-02-25 15:00:00,634510,22000,26.5,7,1003.8,29
"43568",2013-02-26 09:00:00,634510,22000,26,5.4,1008.6,27
"43569",2013-02-26 15:00:00,634510,22000,26.4,4.3,1004.5,24
"43570",2013-02-27 03:00:00,634510,22000,12,8.5,1018.2,79
"43571",2013-02-27 06:00:00,634510,22000,18,5.7,1014.3,44
"43572",2013-02-27 15:00:00,634510,22000,28.6,7.3,1001.2,26
"43573",2013-03-01 09:00:00,634510,22000,27.5,8.6,1002.5,30
"43574",2013-03-01 15:00:00,634510,22000,27,6.5,1000.4,27
"43575",2013-03-03 03:00:00,634510,22000,11.8,8,1017,78
"43576",2013-03-03 09:00:00,634510,22000,27.4,11.2,1005.4,37
"43577",2013-03-04 03:00:00,634510,22000,11,7.4,1016.5,78
"43578",2013-03-04 06:00:00,634510,22000,18.8,10.3,1012.5,58
"43579",2013-03-04 09:00:00,634510,22000,26.6,9,1006.2,33
"43580",2013-03-05 12:00:00,634510,22000,30,8.9,999.6,27
"43581",2013-03-06 03:00:00,634510,22000,8.6,2.9,1017.4,67
"43582",2013-03-06 06:00:00,634510,22000,19.2,4.2,1011.1,37
"43583",2013-03-07 03:00:00,634510,22000,10,4.1,1016.6,67
"43584",2013-03-07 06:00:00,634510,22000,16.4,8.3,1012.9,59
"43585",2013-03-07 09:00:00,634510,22000,27.4,9,1003.8,32
"43586",2013-03-07 12:00:00,634510,22000,30,10.8,999.6,31
"43587",2013-03-07 15:00:00,634510,22000,28.4,10.1,999.7,32
"43588",2013-03-08 03:00:00,634510,4500,17,10.3,1011.9,65
"43589",2013-03-08 06:00:00,634510,4500,20.2,11.5,1011.6,57
"43590",2013-03-08 09:00:00,634510,22000,26.6,11.2,1006.3,38
"43591",2013-03-08 12:00:00,634510,22000,30.4,8.9,999.9,26
"43592",2013-03-08 15:00:00,634510,22000,27.8,10.5,1001.6,34
"43593",2013-03-09 03:00:00,634510,22000,12.6,7.6,1016,72
"43594",2013-03-09 06:00:00,634510,22000,20.8,9.4,1010.8,48
"43595",2013-03-09 12:00:00,634510,22000,29.4,7.3,999.8,25
"43596",2013-03-09 15:00:00,634510,22000,28.8,7.3,999,26
"43597",2013-03-10 03:00:00,634510,10500,10.4,6.3,1016.3,76
"43598",2013-03-10 06:00:00,634510,22000,19.8,10,1010.3,53
"43599",2013-03-10 09:00:00,634510,22000,25.6,9.8,1005.8,37
"43600",2013-03-10 12:00:00,634510,22000,30,8.9,987.1,27
"43601",2013-03-11 03:00:00,634510,22000,14,7.5,1013.6,65
"43602",2013-03-11 06:00:00,634510,22000,20.8,9.3,1009.6,48
"43603",2013-03-11 09:00:00,634510,2100,27.6,9,1003.8,31
"43604",2013-03-11 12:00:00,634510,4500,29,9.7,999.7,30
"43605",2013-03-11 15:00:00,634510,900,27.6,10.5,1000.1,34
"43606",2013-03-12 03:00:00,634510,4500,19,10.4,1009.2,57
"43607",2013-03-12 06:00:00,634510,4500,22.4,10.2,1008.9,46
"43608",2013-03-12 09:00:00,634510,4500,26.4,11.5,1005.5,39
"43609",2013-03-12 12:00:00,634510,720,27.8,12.6,1001,39
"43610",2013-03-13 03:00:00,634510,2100,18.2,13.3,1011.8,73
"43611",2013-03-13 09:00:00,634510,1200,25,12.5,1006.7,46
"43612",2013-03-13 15:00:00,634510,22000,25,8.3,1003,35
"43613",2013-03-14 03:00:00,634510,4500,14.2,10.7,1014.2,79
"43614",2013-03-14 06:00:00,634510,22000,20.2,11.6,1010.9,58
"43615",2013-03-14 09:00:00,634510,22000,26.2,11.8,1005.4,41
"43616",2013-03-14 12:00:00,634510,780,27.2,11.2,1002.3,37
"43617",2013-03-15 03:00:00,634510,22000,11.6,8.5,1016.7,81
"43618",2013-03-15 06:00:00,634510,22000,20.8,11.6,1010.9,56
"43619",2013-03-15 09:00:00,634510,1200,25.2,10.4,1007.4,39
"43620",2013-03-15 12:00:00,634510,780,28,10.5,1001.6,34
"43621",2013-03-16 03:00:00,634510,22000,12.4,8.1,1015.3,75
"43622",2013-03-16 06:00:00,634510,22000,22.4,9.8,1008.6,45
"43623",2013-03-16 09:00:00,634510,22000,26.8,9,1005.4,33
"43624",2013-03-16 12:00:00,634510,22000,29.8,9.5,999,28
"43625",2013-03-16 15:00:00,634510,22000,22,10.5,999.7,48
"43626",2013-03-17 03:00:00,634510,22000,14,6.7,1016,61
"43627",2013-03-17 06:00:00,634510,4500,21.4,11,1009,52
"43628",2013-03-17 09:00:00,634510,22000,28.4,10.5,1001.8,33
"43629",2013-03-17 12:00:00,634510,1200,30,11.2,997.8,31
"43630",2013-03-17 15:00:00,634510,22000,26.6,9,1001.4,33
"43631",2013-03-18 03:00:00,634510,720,17,13.9,1010.1,82
"43632",2013-03-18 06:00:00,634510,4500,19,12.6,1009.8,66
"43633",2013-03-18 09:00:00,634510,22000,26.8,13.1,1002.9,43
"43634",2013-03-18 12:00:00,634510,750,28.8,10.1,997.6,31
"43635",2013-03-19 03:00:00,634510,22000,13.6,12.7,1012.1,94
"43636",2013-03-19 06:00:00,634510,22000,17.6,14.9,1009.7,84
"43637",2013-03-19 09:00:00,634510,22000,23.6,15,1004.8,59
"43638",2013-03-19 12:00:00,634510,22000,28.2,10.5,997.7,33
"43639",2013-03-19 15:00:00,634510,750,26.8,11.2,997.3,38
"43640",2013-03-20 03:00:00,634510,4500,15,13.1,1010.4,88
"43641",2013-03-20 06:00:00,634510,720,17,13.9,1011.3,82
"43642",2013-03-20 09:00:00,634510,750,23.6,15.2,1005,59
"43643",2013-03-20 12:00:00,634510,22000,29,12.2,997.8,36
"43644",2013-03-21 03:00:00,634510,690,17,13.9,1011.9,82
"43645",2013-03-21 06:00:00,634510,1800,17.8,13.3,1013.5,75
"43646",2013-03-21 09:00:00,634510,4500,24.2,11.3,1009.6,44
"43647",2013-03-21 12:00:00,634510,22000,26.4,9.8,999.5,35
"43648",2013-03-23 12:00:00,634510,4500,23,13.8,1003.3,56
"43649",2013-03-25 06:00:00,634510,600,17,15.2,1011.3,89
"43650",2013-03-25 09:00:00,634510,600,22.2,14.3,1008.3,61
"43651",2013-03-25 12:00:00,634510,750,22,14.6,1005.2,63
"43652",2013-03-25 15:00:00,634510,660,22,14.6,1004.6,63
"43653",2013-03-26 03:00:00,634510,4500,14,12.7,1012.9,92
"43654",2013-03-26 09:00:00,634510,4500,24,12.5,1006.2,49
"43655",2013-03-27 06:00:00,634510,22000,17,13.9,1012.5,82
"43656",2013-03-27 09:00:00,634510,750,22.6,13.8,1007.9,58
"43657",2013-03-27 12:00:00,634510,720,27.4,11.2,1000.1,37
"43658",2013-03-28 06:00:00,634510,720,18,15.2,1011.8,84
"43659",2013-03-28 09:00:00,634510,750,24,13.1,1006.8,51
"43660",2013-03-29 09:00:00,634510,750,24.4,13.1,1007.1,49
"43661",2013-03-29 15:00:00,634510,750,25,12.5,1002.4,46
"43662",2013-03-30 03:00:00,634510,2100,14,12.4,1014.2,90
"43663",2013-03-31 03:00:00,634510,22000,15,12.1,1012.8,83
"43664",2013-03-31 09:00:00,634510,1200,24.6,14.4,1005.9,53
"43665",2013-04-01 04:00:00,634510,690,15.8,11.4,1014,75
"43666",2013-04-01 09:00:00,634510,750,24.8,12.5,1007.4,46
"43667",2013-04-02 06:00:00,634510,720,17.6,15.2,1014,86
"43668",2013-04-02 09:00:00,634510,750,23.4,13.5,1008.5,54
"43669",2013-04-02 15:00:00,634510,2400,26.8,13.1,1001.4,43
"43670",2013-04-04 03:00:00,634510,690,18,14.9,1011.8,82
"43671",2013-04-05 03:00:00,634510,750,15,11.7,1012.8,81
"43672",2013-04-05 06:00:00,634510,22000,19.2,14.4,1011.1,74
"43673",2013-04-05 09:00:00,634510,1200,25.4,14.1,1005.2,50
"43674",2013-04-05 12:00:00,634510,750,27.8,12.6,999.7,39
"43675",2013-04-06 12:00:00,634510,750,25.8,14.1,1000.8,48
"43676",2013-04-09 03:00:00,634510,4500,13.2,12.7,1014.3,97
"43677",2013-04-10 06:00:00,634510,22000,21.4,12.8,1008,58
"43678",2013-04-11 12:00:00,634510,4500,26.8,11.5,999.8,39
"43679",2013-04-12 06:00:00,634510,22000,20.4,11.6,1008.7,57
"43680",2013-04-12 09:00:00,634510,720,24.6,12.5,1005.2,47
"43681",2013-04-12 12:00:00,634510,4500,25.4,12.8,1002.4,46
"43682",2013-04-13 03:00:00,634510,4500,15,11.7,1013.4,81
"43683",2013-04-13 06:00:00,634510,4500,19.4,14.4,1010.7,73
"43684",2013-04-14 03:00:00,634510,720,16.8,12.2,1012.5,74
"43685",2013-04-14 06:00:00,634510,4500,20.2,15.1,1011.6,73
"43686",2013-04-14 12:00:00,634510,1200,28.6,10.1,1001.2,32
"43687",2013-04-15 06:00:00,634510,22000,18.6,9.1,1011.4,54
"43688",2013-04-16 06:00:00,634510,22000,21.2,12.8,9999.9,59
"43689",2013-04-19 03:00:00,634510,4500,13,11.7,1013.1,92
"43690",2013-04-20 03:00:00,634510,22000,12.2,10.3,1012.8,88
"43691",2013-04-20 12:00:00,634510,1200,28.8,12.2,1000.6,36
"43692",2013-04-21 12:00:00,634510,1200,29.2,11.9,999.1,34
"43693",2013-04-22 06:00:00,634510,22000,22.6,11.9,1006.9,51
"43694",2013-04-22 09:00:00,634510,22000,26,9.8,1003.8,36
"43695",2013-04-22 15:00:00,634510,22000,27.9,8.1,997.9,29
"43696",2013-04-23 03:00:00,634510,22000,12.6,10.3,1013.1,86
"43697",2013-04-23 06:00:00,634510,22000,19.8,13.8,1009.7,68
"43698",2013-04-23 12:00:00,634510,1200,28,12.2,999.7,38
"43699",2013-04-24 03:00:00,634510,4500,14.4,12.1,1013.2,86
"43700",2013-04-24 06:00:00,634510,4500,22,14.3,1009.5,62
"43701",2013-04-24 09:00:00,634510,1200,25.6,12.5,1006.4,44
"43702",2013-04-24 12:00:00,634510,1200,28,10.5,1002.8,34
"43703",2013-04-25 03:00:00,634510,22000,15.6,14.4,1012.4,93
"43704",2013-04-25 06:00:00,634510,4500,21.4,14.9,1009.9,67
"43705",2013-04-25 09:00:00,634510,780,26.2,11.8,1006,41
"43706",2013-04-25 12:00:00,634510,10500,26.4,13.5,1003,45
"43707",2013-04-26 03:00:00,634510,720,13,11.3,1014.3,89
"43708",2013-04-26 06:00:00,634510,22000,17.4,13.6,1012.8,78
"43709",2013-04-26 09:00:00,634510,22000,26.4,11.5,1004.5,39
"43710",2013-04-27 03:00:00,634510,660,16.4,12.8,1013,79
"43711",2013-04-27 12:00:00,634510,750,29,11.9,997,35
"43712",2013-04-27 15:00:00,634510,10500,27.2,9,1000.4,32
"43713",2013-04-29 03:00:00,634510,4500,13.6,8.8,1013.9,73
"43714",2013-05-01 03:00:00,634510,660,13.4,11,1014.6,85
"43715",2013-05-01 06:00:00,634510,690,18,14.9,1013,82
"43716",2013-05-01 09:00:00,634510,690,22,14.3,1009.5,62
"43717",2013-05-01 12:00:00,634510,720,24.4,17.4,1004,65
"43718",2013-05-01 15:00:00,634510,1200,24.8,12.5,1001.8,46
"43719",2013-05-02 03:00:00,634510,22000,15,13.1,1012.6,88
"43720",2013-05-02 06:00:00,634510,22000,19.8,13.4,1009.4,67
"43721",2013-05-02 12:00:00,634510,750,27.4,14.4,999.5,45
"43722",2013-05-04 06:00:00,634510,4500,18.4,16.3,1012.4,88
"43723",2013-05-04 09:00:00,634510,4500,32,16,9999.9,38
"43724",2013-05-04 12:00:00,634510,4500,27,11.9,1001.6,39
"43725",2013-05-04 15:00:00,634510,690,23,13.8,1003.8,56
"43726",2013-05-05 03:00:00,634510,690,14,12.4,1014.2,90
"43727",2013-05-05 06:00:00,634510,750,19,15.7,1011.7,81
"43728",2013-05-05 09:00:00,634510,4500,21,13.4,1009.6,62
"43729",2013-05-05 12:00:00,634510,22000,26,12.1,1003,42
"43730",2013-05-05 15:00:00,634510,1800,20,13.8,1008.1,68
"43731",2013-05-06 03:00:00,634510,660,16,14.3,1013.9,90
"43732",2013-05-06 06:00:00,634510,600,16.2,15.7,1015.2,97
"43733",2013-05-06 09:00:00,634510,4500,20.6,15.1,1011.2,71
"43734",2013-05-06 12:00:00,634510,600,24,13.1,1006.2,51
"43735",2013-05-06 15:00:00,634510,660,25,12.5,1004.8,46
"43736",2013-05-07 03:00:00,634510,630,14,10.7,1014.2,81
"43737",2013-05-07 06:00:00,634510,690,19.4,14.4,1011.9,73
"43738",2013-05-07 12:00:00,634510,750,24,15,1005,57
"43739",2013-05-07 15:00:00,634510,630,18.2,14.9,1009.3,81
"43740",2013-05-08 03:00:00,634510,600,14.4,13.7,1014.4,96
"43741",2013-05-08 06:00:00,634510,1800,15.2,14.7,1015.3,97
"43742",2013-05-08 09:00:00,634510,720,18.6,16,1012,85
"43743",2013-05-09 03:00:00,634510,690,15.6,14.4,1013,93
"43744",2013-05-09 06:00:00,634510,750,18,14.9,1012.4,82
"43745",2013-05-09 09:00:00,634510,1200,22,16,1009.5,69
"43746",2013-05-09 12:00:00,634510,750,25,14.4,1004.8,52
"43747",2013-05-10 03:00:00,634510,4500,15.2,14.7,1013.4,97
"43748",2013-05-10 06:00:00,634510,4500,19.8,16,1011.6,79
"43749",2013-05-10 09:00:00,634510,4500,23.6,15,1009,59
"43750",2013-05-11 03:00:00,634510,750,14,12.4,1014.8,90
"43751",2013-05-11 09:00:00,634510,750,24.8,15,1007.1,55
"43752",2013-05-11 12:00:00,634510,810,29,11.5,1000.9,34
"43753",2013-05-12 03:00:00,634510,10500,15,11.7,1015.3,81
"43754",2013-05-12 06:00:00,634510,4500,19.8,15.5,1012.8,76
"43755",2013-05-12 09:00:00,634510,750,24.8,12.5,1008,46
"43756",2013-05-12 12:00:00,634510,750,25.6,12.5,1004.5,44
"43757",2013-05-12 15:00:00,634510,10500,27,9,1002.3,32
"43758",2013-05-13 06:00:00,634510,22000,18.6,14.4,1013.3,77
"43759",2013-05-13 09:00:00,634510,22000,25.7,15.9,1011.7,55
"43760",2013-05-13 12:00:00,634510,22000,27,18.2,1004.7,59
"43761",2013-05-13 15:00:00,634510,4500,25.6,13.8,1002.7,48
"43762",2013-05-14 03:00:00,634510,690,13.6,11.3,1015.2,86
"43763",2013-05-14 06:00:00,634510,750,20,15.5,1011.6,75
"43764",2013-05-14 09:00:00,634510,1200,24.2,16.1,1008.1,61
"43765",2013-05-14 12:00:00,634510,780,28.6,13.9,1000.6,41
"43766",2013-05-15 03:00:00,634510,690,15.8,14.7,1012.4,93
"43767",2013-05-15 06:00:00,634510,600,19.8,16,1010.3,79
"43768",2013-05-15 09:00:00,634510,22000,24.2,14.7,1006.2,55
"43769",2013-05-15 12:00:00,634510,22000,28,10.8,1000.9,34
"43770",2013-05-15 15:00:00,634510,22000,26,11.8,1000.5,41
"43771",2013-05-16 03:00:00,634510,22000,14.6,13.7,1012.3,94
"43772",2013-05-16 06:00:00,634510,22000,20,15.5,1010.3,75
"43773",2013-05-16 09:00:00,634510,22000,24.8,12.5,1005.3,46
"43774",2013-05-16 12:00:00,634510,22000,28.4,8.1,1000.9,28
"43775",2013-05-16 15:00:00,634510,22000,29.2,4.6,999.7,21
"43776",2013-05-17 06:00:00,634510,22000,20,13.8,1010.9,68
"43777",2013-05-17 09:00:00,634510,22000,24,12.8,1006.9,50
"43778",2013-05-17 12:00:00,634510,22000,29,9.7,1008.3,30
"43779",2013-05-18 06:00:00,634510,22000,20.4,13.8,1010.6,66
"43780",2013-05-18 09:00:00,634510,1200,26.4,11.8,1005.7,40
"43781",2013-05-18 12:00:00,634510,22000,29.4,7.3,1000.3,25
"43782",2013-05-18 15:00:00,634510,22000,27.4,8.1,1001.3,30
"43783",2013-05-19 03:00:00,634510,22000,12.6,10,1015.3,84
"43784",2013-05-19 06:00:00,634510,22000,20,13.8,1011,68
"43785",2013-05-19 09:00:00,634510,22000,25.6,14.4,1005.8,50
"43786",2013-05-19 12:00:00,634510,22000,28.6,10.1,1000.6,32
"43787",2013-05-20 06:00:00,634510,22000,19.8,14.4,1009.7,71
"43788",2013-05-20 09:00:00,634510,1200,25.6,12.5,1004.2,44
"43789",2013-05-20 12:00:00,634510,1200,27.4,11.2,999.4,37
"43790",2013-05-21 03:00:00,634510,22000,15.4,13.1,1012.8,86
"43791",2013-05-21 06:00:00,634510,22000,20,13.8,1010.9,68
"43792",2013-05-21 09:00:00,634510,1200,25.4,14.1,1005.2,50
"43793",2013-05-21 12:00:00,634510,1200,27,13.1,1000.4,42
"43794",2013-05-22 12:00:00,634510,810,27.8,10.8,1001.3,35
"43795",2013-05-22 15:00:00,634510,22000,27.2,9,1001,32
"43796",2013-05-23 03:00:00,634510,22000,11.8,8.5,1015.7,80
"43797",2013-05-23 12:00:00,634510,750,27.2,11.2,1002.3,37
"43798",2013-05-24 03:00:00,634510,22000,14,10.7,1014.2,81
"43799",2013-05-24 06:00:00,634510,22000,20,13.4,1010.9,66
"43800",2013-05-24 09:00:00,634510,22000,23.2,11.8,1005.4,49
"43801",2013-05-24 12:00:00,634510,840,28.4,11.9,1000.6,36
"43802",2013-05-25 03:00:00,634510,720,17,15.4,1013.2,90
"43803",2013-05-25 09:00:00,634510,780,22.4,11.6,1009.8,50
"43804",2013-05-25 12:00:00,634510,780,20.2,17.1,1008.1,82
"43805",2013-05-25 15:00:00,634510,780,21,14.9,1007.2,68
"43806",2013-05-26 03:00:00,634510,690,13.8,13.7,1014.8,99
"43807",2013-05-26 06:00:00,634510,22000,19,14.4,1012.5,75
"43808",2013-05-26 09:00:00,634510,22000,23.2,15.2,1008.2,61
"43809",2013-05-26 12:00:00,634510,1200,26.8,13.1,1002.3,43
"43810",2013-05-27 09:00:00,634510,810,25,9.7,1006.1,38
"43811",2013-05-27 12:00:00,634510,22000,28.4,10.5,1000.8,33
"43812",2013-05-28 03:00:00,634510,22000,12,10.6,1014.5,91
"43813",2013-05-28 06:00:00,634510,22000,19.6,12.6,1010.1,64
"43814",2013-05-28 09:00:00,634510,22000,25.4,14.1,1005.2,50
"43815",2013-05-28 12:00:00,634510,750,28.8,12.6,999.7,37
"43816",2013-05-28 15:00:00,634510,22000,25.6,10.2,1000.8,38
